Channel,Num Spikes,Spike Freq (Hz),Mean Amp (µV),Median Amp (µV),CV of ISI,Num Bursts,Avg Spikes/Burst,% Spikes in Bursts,Degree Centrality,Betweenness Centrality,Clustering Coeff,Eigenvector Centrality,Community ID,z_score,P_coeff,Node Role
Ch 52,3199,3.9503583908081055,3.10573410987854,-24.739999771118164,8.172990798950195,77,40.27272727272727,96.93654266958424,1.7241379310344827,0.0,0.8501449889797683,0.1386206767866757,1,0.36648605606595375,0.4999781362447342,Peripheral
Ch 62,3362,4.151642799377441,-2.007929563522339,-25.40999984741211,8.342740058898926,76,42.26315789473684,95.53837001784652,1.7241379310344827,0.0,0.8033872062649539,0.12886176030107108,1,-1.2348154544440257,0.4983973865746796,Peripheral
Ch 72,3226,3.9837000370025635,3.328310966491699,-26.53499984741211,8.479519844055176,77,40.33766233766234,96.28022318660881,1.7241379310344827,0.0,0.8660030785795839,0.14416061302392832,1,0.2629229482242288,0.49993517649107955,Peripheral
Ch 82,3186,3.934305191040039,5.434874534606934,-27.65999984741211,8.021153450012207,75,40.92,96.32768361581921,1.7241379310344827,0.0,0.8668208146498588,0.14481344395757803,1,-1.1053139166357842,0.49897096162736143,Peripheral
Ch 13,3062,3.7811808586120605,6.478621482849121,-27.03499984741211,8.1526517868042,74,40.21621621621622,97.19137818419334,1.7241379310344827,0.0,0.8675176399777702,0.14393739823677443,0,0.3438273967071046,0.49951433398680056,Peripheral
Ch 23,3113,3.8441593647003174,7.910931587219238,-27.829999923706055,7.952942371368408,71,42.19718309859155,96.24156761965949,1.7241379310344827,0.0,0.8607988555870285,0.14239000891479778,0,0.7870841231053423,0.49834858926637726,Peripheral
Ch 33,3144,3.8824405670166016,4.256148338317871,-27.739999771118164,8.040410041809082,80,38.3,97.45547073791349,1.7241379310344827,0.0,0.8699567655175702,0.1446543076454268,0,-0.14442392557910966,0.4999339242597296,Peripheral
Ch 43,3169,3.9133121967315674,3.518197774887085,-25.829999923706055,8.232234954833984,79,38.70886075949367,96.49731776585674,1.7241379310344827,0.0,0.8605695692069812,0.14127647681162506,1,1.053517597961761,0.4999770867239197,Peripheral
Ch 53,3043,3.757718324661255,5.6844000816345215,-25.65999984741211,7.992031574249268,75,38.46666666666667,94.80775550443641,1.7241379310344827,0.0,0.8632801789910207,0.14349201400824568,1,0.1820228827223425,0.4999583172771076,Peripheral
Ch 63,3269,4.036799430847168,0.66844642162323,-24.579999923706055,8.72772216796875,75,41.413333333333334,95.01376567757724,1.7241379310344827,0.0,0.8198944916417852,0.13230269400872224,1,0.06419192046043369,0.4983334541053276,Peripheral
Ch 73,2908,3.591010332107544,9.190574645996094,-28.869998931884766,7.484738826751709,73,38.42465753424658,96.45804676753784,1.7241379310344827,0.0,0.8044409450041056,0.1297080084306211,0,-0.5899698036550098,0.49294752972269984,Peripheral
