Channel,Num Spikes,Spike Freq (Hz),Mean Amp (µV),Median Amp (µV),CV of ISI,Num Bursts,Avg Spikes/Burst,% Spikes in Bursts,Degree Centrality,Betweenness Centrality,Clustering Coeff,Eigenvector Centrality,Community ID,z_score,P_coeff,Node Role
Ch 27,484,0.8066667318344116,6.03568172454834,15.829999923706055,0.9521911144256592,1,3.0,0.6198347107438017,,,,,,,,Inactive
Ch 37,418,0.6966667175292969,-0.10258369892835617,-14.329999923706055,1.007432460784912,1,3.0,0.7177033492822966,,,,,,,,Inactive
Ch 47,710,1.183333396911621,18.44226837158203,21.15999984741211,1.0387791395187378,3,3.0,1.267605633802817,,,,,,,,Inactive
Ch 57,380,0.6333333849906921,-1.8787368535995483,-9.829999923706055,0.976095974445343,1,3.0,0.7894736842105263,,,,,,,,Inactive
Ch 67,406,0.6766667366027832,0.2865270972251892,9.75,0.9887959361076355,1,3.0,0.7389162561576355,,,,,,,,Inactive
Ch 77,397,0.661666750907898,-0.1231485903263092,-14.329999923706055,0.9878293871879578,0,,0.0,,,,,,,,Inactive
Ch 87,381,0.6350000500679016,-3.04585337638855,-14.0,1.073560118675232,1,3.0,0.7874015748031495,,,,,,,,Inactive
Ch 28,474,0.7900000810623169,6.758607864379883,19.5,1.051823377609253,1,3.0,0.6329113924050633,,,,,,,,Inactive
Ch 38,431,0.7183334231376648,6.294129848480225,15.5,0.9288690686225891,1,3.0,0.6960556844547563,,,,,,,,Inactive
Ch 48,659,1.098333477973938,13.279590606689453,17.5,1.0307350158691406,7,3.0,3.1866464339908953,,,,,,,,Inactive
Ch 58,402,0.6700000762939453,-5.189701557159424,-9.90999984741211,0.9727185368537903,3,3.3333333333333335,2.4875621890547266,,,,,,,,Inactive
Ch 68,445,0.7416667342185974,-5.194023132324219,-9.90999984741211,0.9903577566146851,3,3.0,2.0224719101123596,,,,,,,,Inactive
Ch 78,370,0.6166667342185974,0.6490270495414734,9.75,1.0006556510925293,0,,0.0,,,,,,,,Inactive
