Channel,Num Spikes,Spike Freq (Hz),Mean Amp (µV),Median Amp (µV),CV of ISI,Num Bursts,Avg Spikes/Burst,% Spikes in Bursts,Degree Centrality,Betweenness Centrality,Clustering Coeff,Eigenvector Centrality,Community ID,z_score,P_coeff,Node Role
Ch 57,780,0.6499999761581421,-1.5645641088485718,-9.75,1.009550929069519,1,3.0,0.38461538461538464,,,,,,,,Inactive
Ch 67,706,0.5883333086967468,-0.37864020466804504,-9.75,0.984833300113678,0,,0.0,,,,,,,,Inactive
Ch 77,650,0.5416666865348816,1.0042768716812134,14.90999984741211,0.9465070962905884,3,3.0,1.3846153846153846,,,,,,,,Inactive
Ch 87,619,0.51583331823349,-3.48195481300354,-15.829999923706055,1.0739279985427856,3,3.0,1.4539579967689822,,,,,,,,Inactive
Ch 28,824,0.6866666674613953,6.1502909660339355,22.489999771118164,1.0434691905975342,3,3.0,1.0922330097087378,,,,,,,,Inactive
Ch 38,826,0.6883333325386047,6.420460224151611,19.25,1.0339066982269287,7,3.7142857142857144,3.14769975786925,,,,,,,,Inactive
Ch 48,1029,0.8575000166893005,14.636287689208984,23.739999771118164,1.030221939086914,6,3.0,1.749271137026239,,,,,,,,Inactive
Ch 58,858,0.7149999737739563,-4.983065128326416,-9.90999984741211,0.9684047698974609,2,3.0,0.6993006993006993,,,,,,,,Inactive
Ch 68,857,0.7141666412353516,-5.059463024139404,-10.0,1.0219203233718872,3,3.3333333333333335,1.1668611435239207,,,,,,,,Inactive
Ch 78,753,0.6274999976158142,-0.17681275308132172,-9.5,1.0157679319381714,2,3.0,0.796812749003984,,,,,,,,Inactive
